"chat","yhat"
0,15.9907152107755
1,14.261081506412
0,16.0509362444016
0,11.0549302850423
0,15.146233573765
1,16.1737755117547
1,15.5917270575228
0,14.7120438557302
0,11.173999160134
0,17.3377158303469
0,11.2546518974294
0,14.6996536077204
0,13.1645234995483
0,13.7714942014458
0,14.6086698303605
0,13.3032632049991
0,14.3906627433718
0,14.7226546892362
1,14.0367941534835
1,13.3893347069873
0,13.6512646668642
0,11.579462169369
0,15.9608662258222
0,13.9680667967021
0,14.8871101811733
1,13.8113514250992
0,15.1231249733378
0,14.0216885874918
0,14.3918009535332
0,12.497956481973
0,13.6633667353886
0,16.7844664968188
0,12.2464962212611
0,13.8306198193353
0,14.3893683426298
0,13.95079080897
0,12.4463303968349
0,12.734050481533
0,11.9495634453801
0,15.306201041121
0,16.8597661239788
0,13.6544833695152
0,17.4089380355891
1,13.7633645896753
0,11.7665818402118
0,13.3711378679999
0,12.4962670741793
0,12.9823221593527
0,14.8745125606025
0,14.2678690604993
0,14.7711738175358
0,14.1528141869901
0,14.9955637683486
0,11.6129662965968
0,12.1992357115978
0,12.4034066874748
0,11.7224023735301
1,13.5045543113468
0,12.314273179431
0,14.4527869862589
1,13.7838348032312
1,13.2869316539508
0,12.4921048556567
0,15.5309864544213
0,15.4653104605204
0,14.4521826435344
0,11.2128701282786
0,14.4993100425489
0,13.8848490261829
0,11.8768701557172
1,18.0394392769837
0,12.5884811056315
0,16.16519846111
1,17.1508734844051
0,13.4226239210122
0,14.7056909964905
0,12.2344505657546
0,15.3561852664148
0,12.5968242015082
0,14.4719949965107
0,15.3612530818464
0,10.737867253557
0,13.3843022339481
0,13.634962592898
0,15.4311379850612
0,10.9364907948082
0,13.4972079471917
0,15.5685242344654
0,15.7193810562824
0,16.3620761075341
0,14.81642572835
0,19.0057776585945
0,12.9425076448325
1,15.1657449974006
0,14.5818926594871
0,16.7597657161715
0,14.6197822022476
0,17.3888770200099
0,15.6502816615938
0,14.2851170318431
1,13.3262603863911
0,19.8630298861582
0,13.7771781390161
0,13.6566105632507
0,14.0059381867371
0,16.6922231043629
0,14.1723769952064
0,14.437740494817
0,14.1113467860605
0,14.2811939436067
0,15.8267802468438
0,13.8006284189095
0,14.6934556410049
1,13.6452634240836
0,14.5040510338714
0,12.2007088276637
0,11.0611127571234
0,13.3686664566624
0,13.2967067020687
0,11.820545901539
0,13.3663066593653
0,13.7602475660047
0,12.4568127489307
0,13.2034306467417
0,16.5008708962623
0,14.1502162209387
1,13.6944110218913
1,16.1234682456014
0,14.0503399745602
0,12.0422303161049
0,12.3369423443533
0,17.5268192771372
1,13.9757943467557
1,13.9497285316415
0,12.3930090783469
0,12.5182333359942
0,12.8357977829315
0,16.5232611995731
0,14.2183188192657
0,13.5119538304182
0,13.044168496328
0,11.0228305629902
0,15.0109086481582
0,14.8281059233589
0,16.4055383096107
0,17.0151641516663
0,12.1593697629928
0,12.3177040300246
1,16.0041148880974
0,14.3258685497272
0,14.4669787500411
0,13.343111190797
0,15.2288702955515
0,12.8918750416022
0,12.9639118235999
0,14.7102514889909
0,15.0065565131067
0,13.571919328147
0,13.4562890462821
0,10.8673531625264
1,15.2781626211565
0,13.8366998744374
1,16.7138487478983
0,14.9437014784361
1,13.817122109776
0,13.2000779040332
0,14.3853800728965
0,13.4090216026953
0,13.1095254315871
1,12.4797150587445
0,15.3640756791402
0,14.808314916957
1,13.9391342078973
0,14.5782172597311
1,14.1071427355235
0,13.2540318049141
0,13.7005843763355
0,16.4435861723806
0,14.1888026389487
0,13.3524662604079
1,13.7536962235438
0,13.9691945272678
1,14.4053986344598
0,14.048396627273
0,11.6314799112549
0,14.0972173989666
0,12.5599543804373
0,12.8103405503154
0,12.5349936868627
0,12.9332451175601
0,14.8076081047082
0,17.5639261148665
0,12.7217684866252
1,13.3537521398979
0,14.1416379953441
0,18.3851500926038
1,15.7866270356475
1,14.3387623866253
0,13.9479734067145
0,13.0059012797754
0,13.8804422104726
0,13.3786052911328
0,17.1769277101832
0,15.7563506463926
0,13.6105986610602
0,14.4056659357454
1,14.827635806752
0,12.4746768346003
0,12.0903301960265
1,14.685758417438
0,12.2443927759102
1,13.6761208614379
0,14.4147113735797
0,13.2528605358912
0,13.4471892455005
0,15.2630220162554
0,12.1820414210914
0,14.4474455717941
1,16.0277907115823
0,13.9071325853752
0,13.0212648625531
0,13.2142236691517
0,13.8540418196682
0,15.5595748565599
0,12.8175361314075
0,14.2563503092698
0,13.0760863115466
0,13.1909721309033
0,15.8846285271283
0,16.7783838610369
0,12.4421834733086
0,14.3861310358148
0,15.7767841841
0,17.3070764515067
0,13.6724379486836
1,13.1947877656896
0,13.1235850352244
0,13.6280184008585
1,14.6757931429192
0,12.3596551092007
0,12.3432680509048
1,13.789320320177
0,12.9903144353031
0,14.1761800169318
0,14.4596210928713
0,14.3734586875236
0,10.7352531326172
0,12.0791910325516
0,13.0284218161525
0,14.0815834261197
0,15.2997834742645
0,12.7120963732872
